customerid,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,churn_probability,predicted_churn,risk_category,cluster,segment_name,pca_1,pca_2,strategic_group
7134-MJPDY,1,United States,California,Moorpark,93021,"34.312945, -118.858169",34.312945,-118.858169,Female,Yes,No,No,66,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),102.85,6976.75,No,0,40,5569,Attitude of support person,0.1601959760910952,0,Low,0,Established High-Value,-2.9060334145260334,2.890691377083276,Standard
2040-OBMLJ,1,United States,California,Dunlap,93621,"36.789213, -119.140338",36.789213,-119.140338,Male,No,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),81.7,2548.65,No,0,68,4850,Attitude of support person,0.1599406371758755,0,Low,2,New High-Risk,-1.4089643053325718,-0.5722703536443742,Standard
6289-CPNLD,1,United States,California,Temecula,92591,"33.540604, -117.10909",33.540604,-117.10909,Male,No,Yes,No,33,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,73.9,2405.05,Yes,1,73,5374,Attitude of service provider,0.1599102024725219,0,Low,0,Established High-Value,-1.1062633616061446,1.4901392436503995,Standard
6036-TTFYU,1,United States,California,Thousand Oaks,91362,"34.191842, -118.822796",34.191842,-118.822796,Female,No,Yes,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,314.45,No,0,79,4298,Attitude of support person,0.1598682038937974,0,Low,1,Low-Spend Stable,6.479474620258638,-0.8755034493602635,Standard
5977-CKHON,1,United States,California,Roseville,95678,"38.759751, -121.288545",38.759751,-121.288545,Female,No,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),92.55,4039.0,No,0,37,3853,Attitude of support person,0.1597500829872795,0,Low,0,Established High-Value,-2.125724172598999,1.0175696473418945,Standard
9092-GDZKO,1,United States,California,New Cuyama,93254,"34.956577, -119.750142",34.956577,-119.750142,Male,No,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.85,493.4,No,0,51,3534,Attitude of support person,0.1597329352267129,0,Low,1,Low-Spend Stable,5.235234805386635,-0.6906154799404929,Standard
1768-HNVGJ,1,United States,California,Mountain View,94043,"37.419725, -122.062947",37.419725,-122.062947,Female,Yes,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,70.05,3062.45,No,0,43,4223,Attitude of support person,0.1597252731312362,0,Low,2,New High-Risk,-2.4531928269826837,-0.5587297737032895,Standard
2202-OUTMO,1,United States,California,Caruthers,93609,"36.5276, -119.865999",36.5276,-119.865999,Female,No,Yes,No,34,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),60.85,2003.6,No,0,73,3012,Attitude of support person,0.1596480688399263,0,Low,2,New High-Risk,-1.5816187204441912,-0.3711367135453212,Standard
2908-ZTPNF,1,United States,California,Pleasanton,94566,"37.633361, -121.862395",37.633361,-121.862395,Female,No,No,No,36,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),34.85,1267.2,No,0,50,4452,Attitude of support person,0.1596402774906168,0,Low,3,Mid-Tenure Moderate-Risk,-1.723395792738427,-1.932203329620572,Standard
5732-IKGQH,1,United States,California,Camarillo,93012,"34.205504, -118.993111",34.205504,-118.993111,Male,Yes,Yes,No,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.45,5481.25,No,0,78,5490,Attitude of support person,0.1595169324705726,0,Low,0,Established High-Value,-2.2736714503773348,3.3955826075249567,Standard
1095-WGNGG,1,United States,California,San Pedro,90732,"33.744119, -118.31448",33.744119,-118.31448,Female,No,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.05,5971.25,No,0,60,6311,Attitude of support person,0.159414391117679,0,Low,0,Established High-Value,-2.4053661161343807,3.1405405253597585,Standard
8905-IAZPF,1,United States,California,Capistrano Beach,92624,"33.458754, -117.665104",33.458754,-117.665104,Female,No,Yes,No,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.65,6744.2,No,0,45,5251,Attitude of support person,0.1594042575638251,0,Low,0,Established High-Value,-2.115293324517295,2.3030562816800844,Standard
2235-ZGKPT,1,United States,California,Los Angeles,90062,"34.003553, -118.308933",34.003553,-118.308933,Female,No,Yes,Yes,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.85,239.55,Yes,1,90,5386,Product dissatisfaction,0.1593478768399996,0,Low,2,New High-Risk,-0.5602437082477363,-2.0851099407729734,Standard
5863-OOKCL,1,United States,California,Cayucos,93430,"35.511833, -120.918713",35.511833,-120.918713,Female,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.85,163.2,No,0,62,5949,Attitude of support person,0.1592635804174286,0,Low,1,Low-Spend Stable,6.48709476164342,-1.5964899617117,Standard
3891-PUQOD,1,United States,California,Los Angeles,90063,"34.044271, -118.185237",34.044271,-118.185237,Female,No,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,59.2,59.2,Yes,1,65,5020,Service dissatisfaction,0.1592292431246088,0,Low,2,New High-Risk,-0.7483614550155555,-2.042676912060366,Standard
8250-ZNGGW,1,United States,California,Rio Vista,94571,"38.148862, -121.737696",38.148862,-121.737696,Female,Yes,No,No,5,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),59.9,287.85,No,0,35,3662,Attitude of support person,0.1589261886744261,0,Low,2,New High-Risk,-0.9436820432413214,-1.6849425150052373,Standard
1140-UKVZG,1,United States,California,Farmersville,93223,"36.29878, -119.201028",36.29878,-119.201028,Female,No,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.8,475.25,No,0,66,5208,Attitude of support person,0.1587939899202146,0,Low,1,Low-Spend Stable,6.007200729013842,-0.943564417983657,Standard
2967-MXRAV,1,United States,California,Los Angeles,90003,"33.964131, -118.272783",33.964131,-118.272783,Male,No,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8,18.8,No,0,51,5160,Attitude of support person,0.1586574425215565,0,Low,1,Low-Spend Stable,6.688912355022159,-0.1961170395244597,Standard
5934-TSSAU,1,United States,California,Landers,92285,"34.341737, -116.539416",34.341737,-116.539416,Female,No,Yes,Yes,23,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,1702.9,No,0,49,5903,Attitude of support person,0.1586287993634631,0,Low,2,New High-Risk,-1.3668736844054994,-0.7241515298575603,Standard
5716-LIBJC,1,United States,California,Winton,95388,"37.421299, -120.599587",37.421299,-120.599587,Female,No,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.15,1299.1,No,0,33,2810,Attitude of support person,0.1585590202256536,0,Low,0,Established High-Value,-1.89344831720539,1.59746846259681,Standard
2667-WYLWJ,1,United States,California,Dunnigan,95937,"38.931425, -121.946081",38.931425,-121.946081,Female,No,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.75,145.0,Yes,1,89,2247,Competitor offered higher download speeds,0.1585076085709193,0,Low,1,Low-Spend Stable,6.184027793513295,-0.4937012239985269,Standard
9415-TPKRV,1,United States,California,Dos Rios,95429,"39.756049, -123.358701",39.756049,-123.358701,Female,No,Yes,Yes,8,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,55.75,446.8,No,0,38,5681,Attitude of support person,0.1583234533239066,0,Low,2,New High-Risk,-1.092273820686341,-1.2783270805996334,Standard
3786-WOVKF,1,United States,California,Anaheim,92807,"33.848733, -117.788357",33.848733,-117.788357,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.85,7677.4,No,0,58,4768,Attitude of support person,0.1582889727069912,0,Low,0,Established High-Value,-2.964618670510152,3.5992790390591214,Standard
0943-ZQPXH,1,United States,California,Vacaville,95688,"38.419088, -122.024568",38.419088,-122.024568,Male,No,Yes,Yes,44,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),92.95,4122.9,No,0,78,5635,Attitude of support person,0.1581755611013844,0,Low,0,Established High-Value,-1.7981952321875925,1.432940968126219,Standard
9909-IDLEK,1,United States,California,Malibu,90265,"34.074572, -118.831181",34.074572,-118.831181,Male,No,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,96.8,1826.7,No,0,26,3222,Attitude of support person,0.1578099125050842,0,Low,2,New High-Risk,-1.0966375331350071,0.5796984605158341,Standard
5522-NYKPB,1,United States,California,Burney,96013,"40.946785, -121.719489",40.946785,-121.719489,Male,No,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.9,2199.05,No,0,79,3153,Attitude of support person,0.1577906049740943,0,Low,2,New High-Risk,-1.1439151603885367,-0.7166403264004172,Standard
8017-UVSZU,1,United States,California,Calabasas,91302,"34.130861, -118.68346",34.130861,-118.68346,Female,No,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),56.6,2379.1,No,0,72,3359,Attitude of support person,0.1577714037166397,0,Low,2,New High-Risk,-1.311483312860146,-0.8797660985888592,Standard
7382-DFJTU,1,United States,California,Lakeshore,93634,"37.290606, -119.216328",37.290606,-119.216328,Male,No,No,No,18,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),55.2,1058.1,No,0,44,2110,Attitude of support person,0.1576893627022688,0,Low,2,New High-Risk,-0.6630719647522361,-2.0597587634801884,Standard
1376-HHBDV,1,United States,California,Santa Monica,90401,"34.015481, -118.493231",34.015481,-118.493231,Female,No,No,No,30,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,1536.75,No,0,71,4864,Attitude of support person,0.1576579871447699,0,Low,2,New High-Risk,-0.9045053043194812,-2.9136050084271967,Standard
1237-WIYYZ,1,United States,California,Los Angeles,90017,"34.052842, -118.264495",34.052842,-118.264495,Female,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,389.25,No,0,28,2386,Attitude of support person,0.1575855790278057,0,Low,1,Low-Spend Stable,5.982165078146561,-1.9506234899566075,Standard
1447-PJGGA,1,United States,California,San Diego,92101,"32.72523, -117.171346",32.72523,-117.171346,Female,No,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,95.25,5464.65,Yes,1,93,5789,Competitor offered higher download speeds,0.1570092168432501,0,Low,0,Established High-Value,-2.1362601786118907,1.140090901450625,Standard
5562-BETPV,1,United States,California,San Andreas,95249,"38.196497, -120.61689",38.196497,-120.61689,Male,No,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,19.65,No,0,53,2539,Attitude of support person,0.1568098288949692,0,Low,1,Low-Spend Stable,6.699354478015583,-0.5279672012562543,Standard
2316-ESMLS,1,United States,California,Fresno,93726,"36.793601, -119.761131",36.793601,-119.761131,Female,No,Yes,No,12,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),33.15,444.75,No,0,74,3882,Attitude of support person,0.1566899283023085,0,Low,3,Mid-Tenure Moderate-Risk,-0.8349869432843962,-0.8119583288770917,Standard
0815-MFZGM,1,United States,California,Morgan Hill,95037,"37.161544, -121.649371",37.161544,-121.649371,Female,No,Yes,No,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),99.0,4135.0,No,0,76,4545,Attitude of support person,0.156594745070923,0,Low,0,Established High-Value,-1.7166396661253434,2.690498680014678,Standard
9259-PACGQ,1,United States,California,Los Angeles,90026,"34.078991, -118.263804",34.078991,-118.263804,Female,No,Yes,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,62.65,2274.9,Yes,1,91,3918,Competitor had better devices,0.1564817315809753,0,Low,2,New High-Risk,-1.3106444885658912,0.0639677858667112,Standard
4657-FWVFY,1,United States,California,Kings Beach,96143,"39.246654, -120.029273",39.246654,-120.029273,Female,No,Yes,Yes,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.35,3915.4,No,0,52,2004,Attitude of support person,0.1564104106056464,0,Low,0,Established High-Value,-2.102186081137915,1.460956378238188,Standard
4374-YMUSQ,1,United States,California,Lake Elsinore,92530,"33.655421, -117.391751",33.655421,-117.391751,Male,No,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),116.25,3899.05,No,0,22,4022,Attitude of support person,0.156266896653472,0,Low,0,Established High-Value,-1.7080714899099176,3.4283791659747043,Standard
1142-IHLOO,1,United States,California,San Diego,92107,"32.741852, -117.243453",32.741852,-117.243453,Female,No,No,No,51,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),87.55,4475.9,No,0,57,6021,Attitude of support person,0.1559723359449469,0,Low,0,Established High-Value,-1.436429253521083,0.2920767625832801,Standard
0804-XBFBV,1,United States,California,Foothill Ranch,92610,"33.698728, -117.67768",33.698728,-117.67768,Female,No,No,Yes,11,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.2,321.05,No,0,57,5916,Attitude of support person,0.1559354864191827,0,Low,3,Mid-Tenure Moderate-Risk,-1.1321208951197894,-3.681827706645724,Standard
2791-SFVEW,1,United States,California,Los Angeles,90013,"34.044639, -118.240413",34.044639,-118.240413,Female,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.15,238.15,No,0,27,3772,Attitude of support person,0.1559064747601682,0,Low,1,Low-Spend Stable,6.209100217291601,-1.439872971082532,Standard
8474-UMLNT,1,United States,California,Fresno,93710,"36.822715, -119.761826",36.822715,-119.761826,Female,No,No,No,13,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),67.8,842.25,No,0,30,4115,Attitude of support person,0.155739960496384,0,Low,2,New High-Risk,-0.6913638403864006,-0.5488218803825591,Standard
7669-LCRSD,1,United States,California,Igo,96047,"40.524535, -122.647172",40.524535,-122.647172,Male,No,Yes,Yes,12,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,56.3,628.65,No,0,56,2047,Attitude of support person,0.155666129886999,0,Low,2,New High-Risk,-0.7658652030681311,-2.206170344707481,Standard
6202-JVYEU,1,United States,California,Chino,91710,"33.990646, -117.663025",33.990646,-117.663025,Male,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.9,164.6,No,0,31,3643,Attitude of support person,0.1555688436212646,0,Low,1,Low-Spend Stable,5.670609428476573,-1.18133481356818,Standard
3104-OWCGK,1,United States,California,South Dos Palos,93665,"36.959731, -120.653519",36.959731,-120.653519,Male,No,Yes,No,60,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,90.95,5453.4,Yes,1,76,4111,Moved,0.1552769496392277,0,Low,0,Established High-Value,-1.6240899734469825,1.466437743928691,Standard
7089-RKVSZ,1,United States,California,Woody,93287,"35.710244, -118.881679",35.710244,-118.881679,Male,No,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.4,203.95,No,0,35,2028,Attitude of support person,0.1552259428973124,0,Low,1,Low-Spend Stable,6.234644845152979,0.1307886747163933,Standard
2925-MXLSX,1,United States,California,Chula Vista,91911,"32.607964, -117.059459",32.607964,-117.059459,Female,No,No,No,30,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),68.95,2038.7,No,0,30,4403,Attitude of support person,0.1551159361284788,0,Low,0,Established High-Value,-1.760534174770317,0.6542933213615761,Standard
0895-UADGO,1,United States,California,River Pines,95675,"38.545775, -120.743325",38.545775,-120.743325,Male,No,No,No,8,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,44.55,343.45,No,0,66,5489,Attitude of support person,0.1551143352090487,0,Low,3,Mid-Tenure Moderate-Risk,-1.0986641867317049,-0.8629330137727833,Standard
0549-CYCQN,1,United States,California,Flournoy,96029,"39.84784, -122.544556",39.84784,-122.544556,Male,Yes,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),79.6,3974.7,No,0,59,4673,Attitude of support person,0.1550808102236654,0,Low,2,New High-Risk,-2.5291435993107885,-0.3352806300483335,Standard
4908-XAXAY,1,United States,California,Buttonwillow,93206,"35.451402, -119.488413",35.451402,-119.488413,Female,Yes,No,No,49,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),89.85,4287.2,No,0,30,5982,Attitude of support person,0.1549515664944002,0,Low,0,Established High-Value,-2.270605246503428,0.8978330420420864,Standard
2851-STERV,1,United States,California,Descanso,91916,"32.912664, -116.635387",32.912664,-116.635387,Male,Yes,No,No,35,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,73.0,2471.25,No,0,59,2715,Attitude of support person,0.1549011792057138,0,Low,0,Established High-Value,-2.018083537858596,0.1838806155235883,Standard
7727-SHVZV,1,United States,California,Chico,95926,"39.745712, -121.84333",39.745712,-121.84333,Female,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.5,150.35,No,0,54,4883,Attitude of support person,0.1547582208629767,0,Low,1,Low-Spend Stable,6.211830984966511,-1.312984053707546,Standard
8847-GEOOQ,1,United States,California,Fontana,92337,"34.049671, -117.468896",34.049671,-117.468896,Male,No,Yes,No,60,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.2,3582.4,No,0,76,5359,Attitude of support person,0.1546953573512788,0,Low,3,Mid-Tenure Moderate-Risk,-2.194826256427905,2.10513147366594,Standard
